0.00,0.00,1.00,-0.05,0.08,0.00,-48997.79,150.29,-28.640.00,-0.00,1.00,-0.02,0.08,0.02,-61922.78,198.98,-29.69
0.00,0.00,1.00,-0.07,0.16,-0.05,65.86,4.06,-18.340.00,0.00,1.00,-0.02,0.14,0.04,124.99,0.74,-31.05
0.00,0.00,1.00,0.03,0.17,-0.06,65.86,4.06,-18.340.00,0.00,1.00,-0.08,0.03,-0.05,124.99,3.89,-14.81
-0.00,-0.00,1.00,-0.08,0.08,0.09,65.86,4.06,-18.340.00,0.00,1.00,-0.11,0.00,0.00,124.99,3.89,-14.81
0.00,0.00,1.00,-0.06,-0.09,0.07,46.93,23.93,-25.210.00,-0.00,1.00,-0.11,0.10,-0.05,124.99,3.89,-14.81
0.00,0.00,1.00,-0.08,0.03,-0.02,46.93,23.93,-25.210.00,0.00,1.00,-0.12,0.16,-0.04,99.89,3.89,-33.75
-0.00,0.00,1.00,0.00,0.10,-0.08,46.93,23.93,-25.210.00,0.00,1.00,-0.08,0.13,0.02,99.89,3.89,-33.75
-0.00,0.00,1.00,-0.07,0.06,-0.04,63.50,16.84,-40.650.00,0.00,1.00,-0.12,0.12,0.01,99.89,3.89,-33.75
0.00,0.00,1.00,-0.15,0.10,0.01,63.50,16.84,-40.650.00,0.00,1.00,-0.08,-0.01,-0.02,99.89,3.89,-33.75
-0.00,0.00,1.00,0.05,0.09,-0.05,63.50,16.84,-40.65-0.00,-0.00,1.00,-0.08,0.08,0.01,109.30,11.76,-29.69
0.00,0.00,1.00,-0.02,0.14,-0.02,63.50,16.84,-40.650.00,0.00,1.00,-0.08,0.07,-0.04,109.30,11.76,-29.69
0.00,0.00,1.00,-0.09,0.02,-0.06,70.60,9.74,-4.620.00,-0.00,1.00,-0.02,0.13,0.02,109.30,11.76,-29.69
0.00,0.00,1.00,-0.01,0.10,0.06,70.60,9.74,-4.620.00,-0.00,1.00,0.02,0.08,-0.02,112.44,7.04,-20.22
-0.00,0.00,1.00,-0.05,0.01,-0.05,70.60,9.74,-4.620.00,-0.00,1.00,-0.09,0.08,-0.04,112.44,7.04,-20.22
0.00,0.00,1.00,0.00,-0.01,-0.05,46.93,12.58,-25.210.00,-0.00,1.00,-0.04,0.13,-0.05,112.44,7.04,-20.22
-0.00,0.00,1.00,0.08,0.08,-0.05,46.93,12.58,-25.210.00,-0.00,1.00,0.01,0.08,0.00,121.85,2.32,-40.52
0.00,0.00,1.00,0.02,0.06,0.02,46.93,12.58,-25.210.00,0.00,1.00,-0.03,0.15,-0.03,121.85,2.32,-40.52
0.00,0.00,1.00,0.05,0.02,-0.04,77.69,2.64,-40.650.00,-0.00,1.00,-0.01,0.17,-0.02,121.85,2.32,-40.52
0.00,0.00,1.00,-0.02,0.08,0.00,77.69,2.64,-40.650.00,-0.00,1.00,0.03,0.06,0.00,124.99,3.89,-33.75
-0.00,0.00,1.00,0.10,0.11,-0.02,77.69,2.64,-40.650.00,-0.00,1.00,-0.11,0.06,-0.01,124.99,3.89,-33.75
0.00,0.00,1.00,0.02,0.01,-0.01,54.03,14.00,-47.520.00,-0.00,1.00,-0.02,0.06,0.03,124.99,3.89,-33.75
0.00,0.00,1.00,-0.04,0.07,0.03,54.03,14.00,-47.520.00,-0.00,1.00,-0.13,0.07,0.02,124.99,3.89,-33.75
-0.00,0.00,1.00,-0.05,-0.02,-0.03,54.03,14.00,-47.520.00,-0.00,1.00,-0.12,0.03,0.03,124.99,-8.70,-25.63
0.00,0.00,1.00,0.01,0.02,0.02,80.06,1.22,-25.210.00,-0.00,1.00,-0.05,0.11,0.01,124.99,-8.70,-25.63
-0.00,0.00,1.00,0.03,0.05,0.00,80.06,1.22,-25.210.00,-0.00,1.00,-0.11,0.14,-0.03,124.99,-8.70,-25.63
-0.00,0.00,0.99,-0.05,0.05,0.01,80.06,1.22,-25.210.00,-0.00,1.00,-0.08,0.12,0.02,99.89,13.33,-25.63
-0.00,0.00,1.00,-0.06,0.08,0.00,75.33,12.58,-25.210.00,0.00,1.00,-0.14,0.15,-0.01,99.89,13.33,-25.63
0.00,0.00,1.00,-0.02,0.08,0.05,75.33,12.58,-25.210.00,-0.00,1.00,-0.16,0.07,-0.07,99.89,13.33,-25.63
0.00,0.00,1.00,-0.04,0.00,0.11,75.33,12.58,-25.210.00,0.00,1.00,-0.11,0.06,-0.02,124.99,-2.40,-22.93
-0.00,0.00,1.00,0.03,0.05,0.05,75.33,12.58,-25.210.00,-0.00,1.00,-0.05,0.13,0.04,124.99,-2.40,-22.93
0.00,0.00,1.00,-0.05,0.06,0.03,46.93,21.09,-32.070.00,-0.00,1.00,-0.02,0.17,0.04,143.80,7.04,-28.34
0.00,0.00,1.00,-0.07,0.02,0.07,54.03,14.00,-37.220.00,0.00,1.00,-0.12,0.06,-0.06,143.80,7.04,-28.34
-0.00,0.00,1.00,0.03,0.11,0.01,54.03,14.00,-37.220.00,-0.00,1.00,-0.05,0.07,0.02,143.80,7.04,-28.34
-0.00,0.00,1.00,-0.06,0.19,0.00,54.03,14.00,-37.220.00,-0.00,1.00,-0.13,0.06,0.03,103.03,8.61,-32.40
0.00,0.00,1.00,-0.02,0.11,0.02,54.03,14.00,-37.220.00,-0.00,1.00,-0.03,0.07,0.03,103.03,8.61,-32.40
0.00,-0.00,1.00,0.02,0.11,0.08,49.30,22.51,-37.220.00,-0.00,1.00,-0.08,0.19,0.06,103.03,8.61,-32.40
-0.00,0.00,1.00,0.01,0.13,-0.05,49.30,22.51,-37.220.00,-0.00,1.00,-0.14,0.18,0.00,131.26,-5.55,-28.34
0.00,0.00,1.00,0.05,0.07,-0.02,49.30,22.51,-37.220.00,-0.00,1.00,-0.23,0.08,0.07,131.26,-5.55,-28.34
0.00,0.00,1.00,0.04,0.09,-0.02,72.96,5.48,-26.920.00,-0.00,1.00,-0.14,0.06,0.05,131.26,-5.55,-28.34
-0.00,0.00,1.00,0.02,0.04,0.02,72.96,5.48,-26.920.00,0.00,1.00,-0.08,0.01,0.05,131.26,-5.55,-28.34
0.00,-0.00,1.00,-0.01,0.08,-0.03,72.96,5.48,-26.920.00,-0.00,1.00,-0.11,0.11,-0.03,118.71,7.04,-22.93
0.00,0.00,1.00,-0.03,0.13,-0.07,56.40,18.26,-21.780.00,-0.00,1.00,0.05,0.14,0.00,118.71,7.04,-22.93
-0.00,0.00,1.00,-0.02,0.04,0.02,56.40,18.26,-21.780.00,-0.00,1.00,-0.10,0.05,0.02,118.71,7.04,-22.93
-0.00,0.00,1.00,0.05,0.14,-0.05,56.40,18.26,-21.780.00,-0.00,1.00,-0.05,-0.08,-0.02,118.71,7.04,-22.93
0.00,0.00,1.00,-0.01,-0.02,0.04,49.30,22.51,-23.490.00,-0.00,1.00,-0.02,0.19,0.03,118.71,7.04,-22.93
0.00,0.00,1.00,-0.02,0.01,-0.04,49.30,22.51,-23.490.00,0.00,1.00,-0.14,0.11,-0.06,118.71,7.04,-22.93
0.00,0.00,1.00,-0.02,0.08,-0.02,49.30,22.51,-23.490.00,-0.00,1.00,-0.21,0.14,-0.03,103.03,11.76,-26.99
-0.00,0.00,1.00,0.02,0.04,0.05,49.30,22.51,-23.490.00,0.00,1.00,-0.07,0.08,-0.08,103.03,11.76,-26.99
0.00,0.00,1.00,-0.05,0.11,0.07,65.86,1.22,-21.780.00,0.00,1.00,-0.10,0.17,0.03,103.03,11.76,-26.99
0.00,0.00,1.00,-0.02,0.05,-0.05,65.86,1.22,-21.78-0.00,-0.00,1.00,-0.07,0.18,0.08,134.39,8.61,-32.40
0.00,0.00,1.00,-0.03,0.04,-0.06,65.86,1.22,-21.780.00,-0.00,1.00,-0.15,0.08,0.02,134.39,8.61,-32.40
0.00,0.00,1.00,-0.05,-0.01,0.09,72.96,11.16,-20.060.00,0.00,1.00,-0.05,0.14,-0.01,134.39,8.61,-32.40
0.00,0.00,1.00,0.03,0.05,0.02,72.96,11.16,-20.060.00,0.00,1.00,0.04,0.16,-0.02,118.71,3.89,-31.05
